xr_person_id,zh_state,zh_district,xh_urban_rural,zh_urban_rural2,zh_member_number,xr_age_final,xr_gender_final,xr_has_aadhaar,zh_state_district,zr_elderly,zh_homeless,zh_laborer,zh_migrant_laborer,zr_third_gender,zh_secc_classification,xh_mem_weight,zh_hh_num_members,zh_caste,zh_religion,xh_enroled_in_school_flag,xh_school_admission_aadhaar_mandatory,xh_school_admission_aadhaar_of_child,xh_school_admission_aadhaar_of_father,xh_school_admission_aadhaar_of_guardian,xh_school_admission_aadhaar_of_mother,xh_school_admission_denied_due_to_aadhaar,xh_school_admission_produced_aadhaar_flag,xh_school_has_mdm_program_flag,xh_school_mdm_denied_due_to_aadhaar,xh_want_to_enrol_in_school,zh_denial_not_enroled_in_school_reason,zh_school_enrolment_date,zr_age_bucket1,zr_age_bucket2,zr_age_bucket3,zr_age_bucket4
P0102960758,Madhya Pradesh,Indore,Rural (S),Rural,4,20,Male,Yes,Madhya Pradesh_Indore,No,No,Yes,No,No,Automatically excluded,49275.210898293,4,Vulnerable ST,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102960761,Bihar,Patna,Urban (L),Urban,1,20,Male,Yes,Bihar_Patna,No,No,Yes,No,No,Automatically included,86140.2457846739,1,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102960874,Punjab,Amritsar,Urban (L),Urban,1,60,Male,Yes,Punjab_Amritsar,No,No,Yes,Yes,No,Automatically excluded,25440.2708414261,4,SC,Hindu,,,,,,,,,,,,,,56 to 70 years old,18 to 70 years old,Adults,Adults
P0102960874,Punjab,Amritsar,Urban (L),Urban,2,50,Female,Yes,Punjab_Amritsar,No,No,Yes,Yes,No,Automatically excluded,25440.2708414261,4,SC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102960874,Punjab,Amritsar,Urban (L),Urban,3,25,Male,Yes,Punjab_Amritsar,No,No,Yes,Yes,No,Automatically excluded,25440.2708414261,4,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102960874,Punjab,Amritsar,Urban (L),Urban,4,22,Male,Yes,Punjab_Amritsar,No,No,Yes,Yes,No,Automatically excluded,25440.2708414261,4,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102960892,Chhattisgarh,Mahasamund,Rural (S),Rural,1,55,Male,Yes,Chhattisgarh_Mahasamund,No,No,Yes,No,No,Automatically excluded,26314.0484953763,7,OBC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102960892,Chhattisgarh,Mahasamund,Rural (S),Rural,2,50,Female,Yes,Chhattisgarh_Mahasamund,No,No,Yes,No,No,Automatically excluded,26314.0484953763,7,OBC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102960892,Chhattisgarh,Mahasamund,Rural (S),Rural,3,25,Male,Yes,Chhattisgarh_Mahasamund,No,No,Yes,No,No,Automatically excluded,26314.0484953763,7,OBC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102960892,Chhattisgarh,Mahasamund,Rural (S),Rural,4,21,Female,Yes,Chhattisgarh_Mahasamund,No,No,Yes,No,No,Automatically excluded,26314.0484953763,7,OBC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102960892,Chhattisgarh,Mahasamund,Rural (S),Rural,5,19,Male,Yes,Chhattisgarh_Mahasamund,No,No,Yes,No,No,Automatically excluded,26314.0484953763,7,OBC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102960892,Chhattisgarh,Mahasamund,Rural (S),Rural,6,15,Female,Yes,Chhattisgarh_Mahasamund,No,No,Yes,No,No,Automatically excluded,19134.8049834956,7,OBC,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102960892,Chhattisgarh,Mahasamund,Rural (S),Rural,7,1,Male,No,Chhattisgarh_Mahasamund,No,No,Yes,No,No,Automatically excluded,19134.8049834956,7,OBC,Hindu,No,,,,,,,,,,No,,,0 to 5 years old,0 to 5 years old,Children,Children
P0102961128,Punjab,Amritsar,Urban (L),Urban,1,40,Male,Yes,Punjab_Amritsar,No,No,Yes,Yes,No,General,25440.2708414261,3,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102961128,Punjab,Amritsar,Urban (L),Urban,2,35,Female,Yes,Punjab_Amritsar,No,No,Yes,Yes,No,General,25440.2708414261,3,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102961128,Punjab,Amritsar,Urban (L),Urban,3,14,Male,Yes,Punjab_Amritsar,No,No,Yes,Yes,No,General,26038.6536184142,3,SC,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102961161,Maharashtra,Nagpur,Urban (S),Urban,1,77,Male,Yes,Maharashtra_Nagpur,Yes,No,No,No,No,Automatically excluded,76236.6713229508,4,OBC,Hindu,,,,,,,,,,,,,,Elderly (71 and above),Elderly (71 and above),Elderly (71 and above),Adults
P0102961161,Maharashtra,Nagpur,Urban (S),Urban,2,76,Female,Yes,Maharashtra_Nagpur,Yes,No,No,No,No,Automatically excluded,76236.6713229508,4,OBC,Hindu,,,,,,,,,,,,,,Elderly (71 and above),Elderly (71 and above),Elderly (71 and above),Adults
P0102961161,Maharashtra,Nagpur,Urban (S),Urban,3,53,Female,Yes,Maharashtra_Nagpur,Yes,No,No,No,No,Automatically excluded,76236.6713229508,4,OBC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961161,Maharashtra,Nagpur,Urban (S),Urban,4,51,Male,Yes,Maharashtra_Nagpur,Yes,No,No,No,No,Automatically excluded,76236.6713229508,4,OBC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961166,West Bengal,Jalpaiguri,Rural (S),Rural,1,75,Male,Yes,West Bengal_Jalpaiguri,Yes,No,No,No,No,General,95244.2733568813,2,SC,Hindu,,,,,,,,,,,,,,Elderly (71 and above),Elderly (71 and above),Elderly (71 and above),Adults
P0102961166,West Bengal,Jalpaiguri,Rural (S),Rural,2,50,Female,Yes,West Bengal_Jalpaiguri,Yes,No,No,No,No,General,95244.2733568813,2,SC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961186,Madhya Pradesh,Jabalpur,Urban (S),Urban,1,42,Female,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,49275.210898293,5,OBC,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961186,Madhya Pradesh,Jabalpur,Urban (S),Urban,2,52,Male,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,49275.210898293,5,OBC,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961186,Madhya Pradesh,Jabalpur,Urban (S),Urban,3,24,Female,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,49275.210898293,5,OBC,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102961186,Madhya Pradesh,Jabalpur,Urban (S),Urban,4,26,Male,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,49275.210898293,5,OBC,Muslim,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102961186,Madhya Pradesh,Jabalpur,Urban (S),Urban,5,15,Female,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,59207.9965270765,5,OBC,Muslim,Yes,No option to provide Aadhaar,,,,,No,No,No,,,,2006-07-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102961716,NCT of Delhi,West Delhi,Urban (L),Urban,1,57,Male,No,NCT of Delhi_West Delhi,No,No,Yes,Yes,No,General,20535.8196910362,1,OBC,Hindu,,,,,,,,,,,,,,56 to 70 years old,18 to 70 years old,Adults,Adults
P0102961723,Assam,Goalpara,Urban (S),Urban,1,47,Male,No,Assam_Goalpara,No,No,Yes,No,No,General,37775.332073001,3,No response,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961723,Assam,Goalpara,Urban (S),Urban,2,41,Female,No,Assam_Goalpara,No,No,Yes,No,No,General,37775.332073001,3,No response,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961723,Assam,Goalpara,Urban (S),Urban,3,25,Male,No,Assam_Goalpara,No,No,Yes,No,No,General,37775.332073001,3,No response,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102961730,Andhra Pradesh,East Godavari,Rural (L),Rural,1,75,Female,Yes,Andhra Pradesh_East Godavari,Yes,No,No,No,No,General,69949.2235240337,1,Non-vulnerable ST,Hindu,,,,,,,,,,,,,,Elderly (71 and above),Elderly (71 and above),Elderly (71 and above),Adults
P0102961759,NCT of Delhi,West Delhi,Urban (L),Urban,1,81,Female,Yes,NCT of Delhi_West Delhi,Yes,No,No,No,No,Automatically excluded,20535.8196910362,7,SC,Hindu,,,,,,,,,,,,,,Elderly (71 and above),Elderly (71 and above),Elderly (71 and above),Adults
P0102961759,NCT of Delhi,West Delhi,Urban (L),Urban,2,50,Male,Yes,NCT of Delhi_West Delhi,Yes,No,No,No,No,Automatically excluded,20535.8196910362,7,SC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961759,NCT of Delhi,West Delhi,Urban (L),Urban,3,33,Male,Yes,NCT of Delhi_West Delhi,Yes,No,No,No,No,Automatically excluded,20535.8196910362,7,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102961759,NCT of Delhi,West Delhi,Urban (L),Urban,4,28,Male,Yes,NCT of Delhi_West Delhi,Yes,No,No,No,No,Automatically excluded,20535.8196910362,7,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102961759,NCT of Delhi,West Delhi,Urban (L),Urban,5,25,Male,Yes,NCT of Delhi_West Delhi,Yes,No,No,No,No,Automatically excluded,20535.8196910362,7,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102961759,NCT of Delhi,West Delhi,Urban (L),Urban,6,18,Female,No,NCT of Delhi_West Delhi,Yes,No,No,No,No,Automatically excluded,20535.8196910362,7,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102961759,NCT of Delhi,West Delhi,Urban (L),Urban,7,1,Male,Yes,NCT of Delhi_West Delhi,Yes,No,No,No,No,Automatically excluded,23589.6660313491,7,SC,Hindu,No,,,,,,,,,,No,,,0 to 5 years old,0 to 5 years old,Children,Children
P0102961761,NCT of Delhi,East Delhi,Urban (L),Urban,1,48,Male,Yes,NCT of Delhi_East Delhi,No,No,Yes,No,No,Automatically excluded,20535.8196910362,4,SC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961761,NCT of Delhi,East Delhi,Urban (L),Urban,2,45,Female,Yes,NCT of Delhi_East Delhi,No,No,Yes,No,No,Automatically excluded,20535.8196910362,4,SC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961761,NCT of Delhi,East Delhi,Urban (L),Urban,3,21,Male,Yes,NCT of Delhi_East Delhi,No,No,Yes,No,No,Automatically excluded,20535.8196910362,4,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102961761,NCT of Delhi,East Delhi,Urban (L),Urban,4,14,Male,Yes,NCT of Delhi_East Delhi,No,No,Yes,No,No,Automatically excluded,23589.6660313491,4,SC,Hindu,Yes,Optional,,,,,No,No,No,,,,2010-05-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102961986,Bihar,Aurangabad,Rural (S),Rural,1,50,Male,Yes,Bihar_Aurangabad,No,No,Yes,No,No,Automatically excluded,86140.2457846739,4,SC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961986,Bihar,Aurangabad,Rural (S),Rural,2,45,Female,Yes,Bihar_Aurangabad,No,No,Yes,No,No,Automatically excluded,86140.2457846739,4,SC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102961986,Bihar,Aurangabad,Rural (S),Rural,3,23,Male,Yes,Bihar_Aurangabad,No,No,Yes,No,No,Automatically excluded,86140.2457846739,4,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102961986,Bihar,Aurangabad,Rural (S),Rural,4,18,Male,Yes,Bihar_Aurangabad,No,No,Yes,No,No,Automatically excluded,86140.2457846739,4,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102962302,Rajasthan,Jodhpur,Rural (S),Rural,1,40,Female,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,49339.0993247189,8,OBC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102962302,Rajasthan,Jodhpur,Rural (S),Rural,2,45,Male,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,49339.0993247189,8,OBC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102962302,Rajasthan,Jodhpur,Rural (S),Rural,3,20,Female,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,49339.0993247189,8,OBC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102962302,Rajasthan,Jodhpur,Rural (S),Rural,4,17,Female,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,11063.967923389,8,OBC,Hindu,Yes,Mandatory,Father,,,,No,Yes,Yes,No,,,2010-07-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102962302,Rajasthan,Jodhpur,Rural (S),Rural,5,13,Male,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,11063.967923389,8,OBC,Hindu,Yes,Mandatory,Father,,,,No,Yes,Yes,No,,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102962302,Rajasthan,Jodhpur,Rural (S),Rural,6,11,Female,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,11063.967923389,8,OBC,Hindu,Yes,Mandatory,Father,,,,No,Yes,Yes,No,,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102962302,Rajasthan,Jodhpur,Rural (S),Rural,7,4,Female,No,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,11063.967923389,8,OBC,Hindu,Yes,Mandatory,Father,,,,No,Yes,Yes,No,,,2019-07-15,0 to 5 years old,0 to 5 years old,Children,Children
P0102962302,Rajasthan,Jodhpur,Rural (S),Rural,8,1,Female,No,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,11063.967923389,8,OBC,Hindu,No,,,,,,,,,,No,,,0 to 5 years old,0 to 5 years old,Children,Children
P0102962339,NCT of Delhi,West Delhi,Urban (L),Urban,1,53,Male,Yes,NCT of Delhi_West Delhi,No,No,Yes,No,No,Automatically excluded,20535.8196910362,4,OBC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102962339,NCT of Delhi,West Delhi,Urban (L),Urban,2,48,Female,Yes,NCT of Delhi_West Delhi,No,No,Yes,No,No,Automatically excluded,20535.8196910362,4,OBC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102962339,NCT of Delhi,West Delhi,Urban (L),Urban,3,29,Male,Yes,NCT of Delhi_West Delhi,No,No,Yes,No,No,Automatically excluded,20535.8196910362,4,OBC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102962339,NCT of Delhi,West Delhi,Urban (L),Urban,4,28,Female,Yes,NCT of Delhi_West Delhi,No,No,Yes,No,No,Automatically excluded,20535.8196910362,4,OBC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102962553,Madhya Pradesh,Indore,Rural (S),Rural,1,60,Female,Yes,Madhya Pradesh_Indore,No,No,Yes,No,No,General,49275.210898293,2,SC,Hindu,,,,,,,,,,,,,,56 to 70 years old,18 to 70 years old,Adults,Adults
P0102962553,Madhya Pradesh,Indore,Rural (S),Rural,2,20,Male,Yes,Madhya Pradesh_Indore,No,No,Yes,No,No,General,49275.210898293,2,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102962611,NCT of Delhi,East Delhi,Urban (L),Urban,1,60,Female,Yes,NCT of Delhi_East Delhi,No,No,Yes,No,No,Automatically excluded,20535.8196910362,7,SC,Hindu,,,,,,,,,,,,,,56 to 70 years old,18 to 70 years old,Adults,Adults
P0102962611,NCT of Delhi,East Delhi,Urban (L),Urban,2,38,Male,Yes,NCT of Delhi_East Delhi,No,No,Yes,No,No,Automatically excluded,20535.8196910362,7,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102962611,NCT of Delhi,East Delhi,Urban (L),Urban,3,35,Female,Yes,NCT of Delhi_East Delhi,No,No,Yes,No,No,Automatically excluded,20535.8196910362,7,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102962611,NCT of Delhi,East Delhi,Urban (L),Urban,4,26,Male,Yes,NCT of Delhi_East Delhi,No,No,Yes,No,No,Automatically excluded,20535.8196910362,7,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102962611,NCT of Delhi,East Delhi,Urban (L),Urban,5,14,Male,Yes,NCT of Delhi_East Delhi,No,No,Yes,No,No,Automatically excluded,7863.22201044969,7,SC,Hindu,Yes,Optional,,,,,No,Don't know,No,,,,2011-04-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102962611,NCT of Delhi,East Delhi,Urban (L),Urban,6,11,Female,Yes,NCT of Delhi_East Delhi,No,No,Yes,No,No,Automatically excluded,7863.22201044969,7,SC,Hindu,Yes,Optional,,,,,No,Don't know,No,,,,2014-04-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102962611,NCT of Delhi,East Delhi,Urban (L),Urban,7,7,Male,Yes,NCT of Delhi_East Delhi,No,No,Yes,No,No,Automatically excluded,7863.22201044969,7,SC,Hindu,Yes,Optional,,,,,No,No,No,,,,2018-04-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102962692,Rajasthan,Jodhpur,Urban (L),Urban,1,40,Male,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,General,49339.0993247189,4,OBC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102962692,Rajasthan,Jodhpur,Urban (L),Urban,2,35,Female,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,General,49339.0993247189,4,OBC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102962692,Rajasthan,Jodhpur,Urban (L),Urban,3,14,Female,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,General,27659.9198084724,4,OBC,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102962692,Rajasthan,Jodhpur,Urban (L),Urban,4,13,Female,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,General,27659.9198084724,4,OBC,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102962729,Madhya Pradesh,Jabalpur,Rural (S),Rural,1,56,Male,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,49275.210898293,9,OBC,Hindu,,,,,,,,,,,,,,56 to 70 years old,18 to 70 years old,Adults,Adults
P0102962729,Madhya Pradesh,Jabalpur,Rural (S),Rural,2,45,Female,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,49275.210898293,9,OBC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102962729,Madhya Pradesh,Jabalpur,Rural (S),Rural,3,28,Male,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,49275.210898293,9,OBC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102962729,Madhya Pradesh,Jabalpur,Rural (S),Rural,4,25,Male,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,49275.210898293,9,OBC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102962729,Madhya Pradesh,Jabalpur,Rural (S),Rural,5,20,Male,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,49275.210898293,9,OBC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102962729,Madhya Pradesh,Jabalpur,Rural (S),Rural,6,22,Female,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,49275.210898293,9,OBC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102962729,Madhya Pradesh,Jabalpur,Rural (S),Rural,7,17,Male,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,19735.9988423588,9,OBC,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102962729,Madhya Pradesh,Jabalpur,Rural (S),Rural,8,3,Male,Yes,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,19735.9988423588,9,OBC,Hindu,No,,,,,,,,,,No,,,0 to 5 years old,0 to 5 years old,Children,Children
P0102962729,Madhya Pradesh,Jabalpur,Rural (S),Rural,9,10,Female,No,Madhya Pradesh_Jabalpur,No,No,Yes,No,No,Automatically excluded,19735.9988423588,9,OBC,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102962886,Rajasthan,Jodhpur,Urban (L),Urban,1,54,Male,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,49339.0993247189,4,OBC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102962886,Rajasthan,Jodhpur,Urban (L),Urban,2,51,Female,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,49339.0993247189,4,OBC,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102962886,Rajasthan,Jodhpur,Urban (L),Urban,3,18,Male,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,49339.0993247189,4,OBC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102962886,Rajasthan,Jodhpur,Urban (L),Urban,4,10,Male,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,55319.8396169448,4,OBC,Hindu,Yes,Optional,,,,,No,No,No,,,,2005-07-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102963550,Punjab,Amritsar,Urban (L),Urban,1,71,Male,Yes,Punjab_Amritsar,Yes,No,No,No,No,General,25440.2708414261,1,No response,Sikh,,,,,,,,,,,,,,Elderly (71 and above),Elderly (71 and above),Elderly (71 and above),Adults
P0102963576,Rajasthan,Jodhpur,Urban (L),Urban,1,40,Male,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,49339.0993247189,4,OBC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102963576,Rajasthan,Jodhpur,Urban (L),Urban,2,39,Female,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,49339.0993247189,4,OBC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102963576,Rajasthan,Jodhpur,Urban (L),Urban,3,17,Male,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,27659.9198084724,4,OBC,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102963576,Rajasthan,Jodhpur,Urban (L),Urban,4,16,Female,Yes,Rajasthan_Jodhpur,No,No,Yes,No,No,Automatically excluded,27659.9198084724,4,OBC,Hindu,No,,,,,,,,,,Don't know,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102964020,NCT of Delhi,South Delhi,Urban (L),Urban,1,38,Male,Yes,NCT of Delhi_South Delhi,No,Yes,No,No,No,Automatically included,20535.8196910362,1,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102964090,Kerala,Thrissur,Urban (S),Urban,1,73,Female,Don't know,Kerala_Thrissur,Yes,No,No,No,No,General,33492.6321470242,5,OBC,Muslim,,,,,,,,,,,,,,Elderly (71 and above),Elderly (71 and above),Elderly (71 and above),Adults
P0102964090,Kerala,Thrissur,Urban (S),Urban,2,50,Male,,Kerala_Thrissur,Yes,No,No,No,No,General,33492.6321470242,5,OBC,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102964090,Kerala,Thrissur,Urban (S),Urban,3,45,Female,,Kerala_Thrissur,Yes,No,No,No,No,General,33492.6321470242,5,OBC,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102964090,Kerala,Thrissur,Urban (S),Urban,4,22,Male,,Kerala_Thrissur,Yes,No,No,No,No,General,33492.6321470242,5,OBC,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102964090,Kerala,Thrissur,Urban (S),Urban,5,13,Female,,Kerala_Thrissur,Yes,No,No,No,No,General,48440.369138837,5,OBC,Muslim,,,,,,,,,,,,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102964094,Punjab,Amritsar,Urban (L),Urban,1,30,Male,Yes,Punjab_Amritsar,No,No,Yes,No,No,Automatically excluded,25440.2708414261,4,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102964094,Punjab,Amritsar,Urban (L),Urban,2,38,Female,Yes,Punjab_Amritsar,No,No,Yes,No,No,Automatically excluded,25440.2708414261,4,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102964094,Punjab,Amritsar,Urban (L),Urban,3,30,Female,Yes,Punjab_Amritsar,No,No,Yes,No,No,Automatically excluded,25440.2708414261,4,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102964094,Punjab,Amritsar,Urban (L),Urban,4,9,Female,Yes,Punjab_Amritsar,No,No,Yes,No,No,Automatically excluded,26038.6536184142,4,SC,Hindu,Yes,Mandatory,Child,Father,,Mother,No,Yes,No,,,,2019-04-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102964162,Andhra Pradesh,Guntur,Urban (S),Urban,1,36,Female,Yes,Andhra Pradesh_Guntur,No,No,Yes,No,No,Automatically excluded,69949.2235240337,4,Non-vulnerable ST,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
