xr_person_id,zh_state,zh_district,xh_urban_rural,zh_urban_rural2,zh_member_number,xr_age_final,xr_gender_final,xr_has_aadhaar,zh_state_district,zr_elderly,zh_homeless,zh_laborer,zh_migrant_laborer,zr_third_gender,zh_secc_classification,xh_mem_weight,zh_hh_num_members,zh_caste,zh_religion,xh_enroled_in_school_flag,xh_school_admission_aadhaar_mandatory,xh_school_admission_aadhaar_of_child,xh_school_admission_aadhaar_of_father,xh_school_admission_aadhaar_of_guardian,xh_school_admission_aadhaar_of_mother,xh_school_admission_denied_due_to_aadhaar,xh_school_admission_produced_aadhaar_flag,xh_school_has_mdm_program_flag,xh_school_mdm_denied_due_to_aadhaar,xh_want_to_enrol_in_school,zh_denial_not_enroled_in_school_reason,zh_school_enrolment_date,zr_age_bucket1,zr_age_bucket2,zr_age_bucket3,zr_age_bucket4
P0102417122,Punjab,Ludhiana,Rural (S),Rural,1,38,Male,Yes,Punjab_Ludhiana,No,No,Yes,No,No,Automatically excluded,25440.2708414261,6,General,Sikh,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102417122,Punjab,Ludhiana,Rural (S),Rural,2,36,Female,Yes,Punjab_Ludhiana,No,No,Yes,No,No,Automatically excluded,25440.2708414261,6,General,Sikh,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102417122,Punjab,Ludhiana,Rural (S),Rural,3,18,Male,Yes,Punjab_Ludhiana,No,No,Yes,No,No,Automatically excluded,25440.2708414261,6,General,Sikh,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102417122,Punjab,Ludhiana,Rural (S),Rural,4,17,Female,Yes,Punjab_Ludhiana,No,No,Yes,No,No,Automatically excluded,8679.55120613806,6,General,Sikh,Yes,Mandatory,Child,,,Father,No,Yes,No,,,,2019-04-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102417122,Punjab,Ludhiana,Rural (S),Rural,5,15,Female,Yes,Punjab_Ludhiana,No,No,Yes,No,No,Automatically excluded,8679.55120613806,6,General,Sikh,Yes,Mandatory,Child,,,Father,No,Yes,No,,,,2019-04-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102417122,Punjab,Ludhiana,Rural (S),Rural,6,13,Female,Yes,Punjab_Ludhiana,No,No,Yes,No,No,Automatically excluded,8679.55120613806,6,General,Sikh,Yes,Mandatory,Child,,,Father,No,Yes,No,,,,2019-04-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102417635,Jharkhand,Jamtara,Urban (S),Urban,1,23,Male,Yes,Jharkhand_Jamtara,No,No,Yes,Yes,No,General,34325.939486099,1,SC,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102418221,Jharkhand,Jamtara,Urban (S),Urban,1,32,Male,Yes,Jharkhand_Jamtara,No,No,Yes,Yes,No,General,34325.939486099,1,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102418753,Rajasthan,Kota,Urban (S),Urban,1,50,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,7,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102418753,Rajasthan,Kota,Urban (S),Urban,2,45,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,7,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102418753,Rajasthan,Kota,Urban (S),Urban,3,24,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,7,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102418753,Rajasthan,Kota,Urban (S),Urban,4,22,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,7,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102418753,Rajasthan,Kota,Urban (S),Urban,5,21,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,7,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102418753,Rajasthan,Kota,Urban (S),Urban,6,5,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,27659.9198084724,7,Non-vulnerable ST,Muslim,Yes,Mandatory,Child,,,Guardian,No,Yes,Yes,Yes,,,2017-07-15,0 to 5 years old,0 to 5 years old,Children,Children
P0102418753,Rajasthan,Kota,Urban (S),Urban,7,3,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,27659.9198084724,7,Non-vulnerable ST,Muslim,No,,,,,,,,,,No,,,0 to 5 years old,0 to 5 years old,Children,Children
P0102418776,Bihar,Patna,Rural (S),Rural,1,40,Male,Yes,Bihar_Patna,No,No,Yes,No,No,Automatically excluded,86140.2457846739,5,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102418776,Bihar,Patna,Rural (S),Rural,2,19,Male,Yes,Bihar_Patna,No,No,Yes,No,No,Automatically excluded,86140.2457846739,5,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102418776,Bihar,Patna,Rural (S),Rural,3,30,Male,Yes,Bihar_Patna,No,No,Yes,No,No,Automatically excluded,86140.2457846739,5,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102418776,Bihar,Patna,Rural (S),Rural,4,40,Female,Yes,Bihar_Patna,No,No,Yes,No,No,Automatically excluded,86140.2457846739,5,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102418776,Bihar,Patna,Rural (S),Rural,5,17,Female,Yes,Bihar_Patna,No,No,Yes,No,No,Automatically excluded,111493.669287411,5,SC,Hindu,Yes,Mandatory,Child,,,,No,Yes,No,,,,2017-10-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102418959,West Bengal,Purba Midnapur,Urban (S),Urban,1,80,Female,Yes,West Bengal_Purba Midnapur,No,No,Yes,No,No,General,95244.2733568813,3,General,Hindu,,,,,,,,,,,,,,Elderly (71 and above),Elderly (71 and above),Elderly (71 and above),Adults
P0102418959,West Bengal,Purba Midnapur,Urban (S),Urban,2,35,Female,Yes,West Bengal_Purba Midnapur,No,No,Yes,No,No,General,95244.2733568813,3,General,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102418959,West Bengal,Purba Midnapur,Urban (S),Urban,3,11,Female,Yes,West Bengal_Purba Midnapur,No,No,Yes,No,No,General,130070.482275679,3,General,Hindu,Yes,Don't know,,,,,No,No,Yes,No,,,2014-06-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102419313,Uttar Pradesh,Lucknow,Urban (L),Urban,1,40,Male,Yes,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,134024.943235477,6,No response,Muslim,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102419313,Uttar Pradesh,Lucknow,Urban (L),Urban,2,39,Male,Yes,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,134024.943235477,6,No response,Muslim,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102419313,Uttar Pradesh,Lucknow,Urban (L),Urban,3,37,Female,Yes,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,134024.943235477,6,No response,Muslim,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102419313,Uttar Pradesh,Lucknow,Urban (L),Urban,4,17,Female,Yes,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,53136.8065049432,6,No response,Muslim,Yes,Mandatory,,,,,No,No,Yes,No,,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102419313,Uttar Pradesh,Lucknow,Urban (L),Urban,5,15,Male,Yes,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,53136.8065049432,6,No response,Muslim,Yes,Mandatory,Child,Father,,Mother,No,Yes,Yes,No,,,2013-06-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102419313,Uttar Pradesh,Lucknow,Urban (L),Urban,6,13,Male,Yes,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,53136.8065049432,6,No response,Muslim,Yes,Mandatory,Child,Father,,Mother,No,Yes,No,,,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102419336,Jharkhand,Jamtara,Urban (S),Urban,1,21,Male,Yes,Jharkhand_Jamtara,No,No,Yes,Yes,No,General,34325.939486099,1,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102419809,West Bengal,Jalpaiguri,Urban (S),Urban,1,90,Female,Yes,West Bengal_Jalpaiguri,Yes,No,No,No,No,Automatically excluded,95244.2733568813,7,No response,Hindu,,,,,,,,,,,,,,Elderly (71 and above),Elderly (71 and above),Elderly (71 and above),Adults
P0102419809,West Bengal,Jalpaiguri,Urban (S),Urban,2,65,Female,Yes,West Bengal_Jalpaiguri,Yes,No,No,No,No,Automatically excluded,95244.2733568813,7,No response,Hindu,,,,,,,,,,,,,,56 to 70 years old,18 to 70 years old,Adults,Adults
P0102419809,West Bengal,Jalpaiguri,Urban (S),Urban,3,63,Female,Yes,West Bengal_Jalpaiguri,Yes,No,No,No,No,Automatically excluded,95244.2733568813,7,No response,Hindu,,,,,,,,,,,,,,56 to 70 years old,18 to 70 years old,Adults,Adults
P0102419809,West Bengal,Jalpaiguri,Urban (S),Urban,4,52,Male,Yes,West Bengal_Jalpaiguri,Yes,No,No,No,No,Automatically excluded,95244.2733568813,7,No response,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102419809,West Bengal,Jalpaiguri,Urban (S),Urban,5,45,Female,Yes,West Bengal_Jalpaiguri,Yes,No,No,No,No,Automatically excluded,95244.2733568813,7,No response,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102419809,West Bengal,Jalpaiguri,Urban (S),Urban,6,15,Female,Yes,West Bengal_Jalpaiguri,Yes,No,No,No,No,Automatically excluded,65035.2411378395,7,No response,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102419809,West Bengal,Jalpaiguri,Urban (S),Urban,7,11,Male,Yes,West Bengal_Jalpaiguri,Yes,No,No,No,No,Automatically excluded,65035.2411378395,7,No response,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102419962,Bihar,Patna,Rural (S),Rural,1,65,Male,Yes,Bihar_Patna,No,No,Yes,No,No,General,86140.2457846739,5,SC,Hindu,,,,,,,,,,,,,,56 to 70 years old,18 to 70 years old,Adults,Adults
P0102419962,Bihar,Patna,Rural (S),Rural,2,26,Male,Yes,Bihar_Patna,No,No,Yes,No,No,General,86140.2457846739,5,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102419962,Bihar,Patna,Rural (S),Rural,3,18,Female,Yes,Bihar_Patna,No,No,Yes,No,No,General,86140.2457846739,5,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102419962,Bihar,Patna,Rural (S),Rural,4,20,Female,Yes,Bihar_Patna,No,No,Yes,No,No,General,86140.2457846739,5,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102419962,Bihar,Patna,Rural (S),Rural,5,16,Male,Yes,Bihar_Patna,No,No,Yes,No,No,General,111493.669287411,5,SC,Hindu,Yes,Mandatory,Child,,,,Yes,Yes,No,,,,2017-10-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102419985,Rajasthan,Kota,Urban (S),Urban,1,21,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,9,OBC,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102419985,Rajasthan,Kota,Urban (S),Urban,2,19,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,9,OBC,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102419985,Rajasthan,Kota,Urban (S),Urban,3,19,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,9,OBC,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102419985,Rajasthan,Kota,Urban (S),Urban,4,55,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,9,OBC,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102419985,Rajasthan,Kota,Urban (S),Urban,5,52,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,9,OBC,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102419985,Rajasthan,Kota,Urban (S),Urban,6,18,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,9,OBC,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102419985,Rajasthan,Kota,Urban (S),Urban,7,16,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,18439.9465389816,9,OBC,Muslim,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102419985,Rajasthan,Kota,Urban (S),Urban,8,15,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,18439.9465389816,9,OBC,Muslim,Yes,Mandatory,Child,,,Father,No,Yes,No,,,,2017-07-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102419985,Rajasthan,Kota,Urban (S),Urban,9,10,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,18439.9465389816,9,OBC,Muslim,Yes,Mandatory,Child,Father,,Mother,No,Yes,No,,,,2017-07-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102419996,Rajasthan,Kota,Urban (S),Urban,1,19,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,6,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102419996,Rajasthan,Kota,Urban (S),Urban,2,45,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,6,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102419996,Rajasthan,Kota,Urban (S),Urban,3,50,Male,No,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,6,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102419996,Rajasthan,Kota,Urban (S),Urban,4,17,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,18439.9465389816,6,Non-vulnerable ST,Muslim,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102419996,Rajasthan,Kota,Urban (S),Urban,5,16,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,18439.9465389816,6,Non-vulnerable ST,Muslim,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102419996,Rajasthan,Kota,Urban (S),Urban,6,11,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,18439.9465389816,6,Non-vulnerable ST,Muslim,Yes,Mandatory,Child,,,Guardian,No,Yes,Yes,No,,,2012-07-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102420012,Jharkhand,Jamtara,Urban (S),Urban,1,25,Male,Yes,Jharkhand_Jamtara,No,No,Yes,Yes,No,Automatically excluded,34325.939486099,1,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102420353,West Bengal,Purba Midnapur,Urban (S),Urban,1,30,Male,Yes,West Bengal_Purba Midnapur,No,No,Yes,No,No,General,95244.2733568813,3,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102420353,West Bengal,Purba Midnapur,Urban (S),Urban,2,27,Female,Yes,West Bengal_Purba Midnapur,No,No,Yes,No,No,General,95244.2733568813,3,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102420353,West Bengal,Purba Midnapur,Urban (S),Urban,3,9,Male,Yes,West Bengal_Purba Midnapur,No,No,Yes,No,No,General,130070.482275679,3,SC,Hindu,Yes,Optional,,,,,No,No,Yes,No,,,2017-06-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102420383,Uttar Pradesh,Lucknow,Rural (S),Rural,1,38,Male,Yes,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,134024.943235477,7,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102420383,Uttar Pradesh,Lucknow,Rural (S),Rural,2,35,Female,Yes,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,134024.943235477,7,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102420383,Uttar Pradesh,Lucknow,Rural (S),Rural,3,21,Male,Yes,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,134024.943235477,7,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102420383,Uttar Pradesh,Lucknow,Rural (S),Rural,4,20,Female,No,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,134024.943235477,7,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102420383,Uttar Pradesh,Lucknow,Rural (S),Rural,5,15,Male,Yes,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,53136.8065049432,7,SC,Hindu,No,,,,,,,,,,Yes,|Don't know,,6 to 17 years old,6 to 17 years old,Children,Children
P0102420383,Uttar Pradesh,Lucknow,Rural (S),Rural,6,17,Male,No,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,53136.8065049432,7,SC,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102420383,Uttar Pradesh,Lucknow,Rural (S),Rural,7,12,Female,Yes,Uttar Pradesh_Lucknow,No,No,Yes,No,No,Automatically excluded,53136.8065049432,7,SC,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102420391,Rajasthan,Kota,Urban (S),Urban,1,45,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,5,OBC,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102420391,Rajasthan,Kota,Urban (S),Urban,2,42,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,5,OBC,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102420391,Rajasthan,Kota,Urban (S),Urban,3,24,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,5,OBC,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102420391,Rajasthan,Kota,Urban (S),Urban,4,19,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,5,OBC,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102420391,Rajasthan,Kota,Urban (S),Urban,5,13,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,55319.8396169448,5,OBC,Muslim,Yes,Optional,,,,,No,No,No,,,,2012-07-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102420483,Jharkhand,Jamtara,Urban (S),Urban,1,20,Male,No,Jharkhand_Jamtara,No,No,Yes,Yes,No,General,34325.939486099,1,Non-vulnerable ST,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102420593,West Bengal,Jalpaiguri,Urban (S),Urban,1,60,Male,Yes,West Bengal_Jalpaiguri,No,No,Yes,No,No,General,95244.2733568813,3,Non-vulnerable ST,Hindu,,,,,,,,,,,,,,56 to 70 years old,18 to 70 years old,Adults,Adults
P0102420593,West Bengal,Jalpaiguri,Urban (S),Urban,2,48,Female,Yes,West Bengal_Jalpaiguri,No,No,Yes,No,No,General,95244.2733568813,3,Non-vulnerable ST,Hindu,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102420593,West Bengal,Jalpaiguri,Urban (S),Urban,3,20,Male,Yes,West Bengal_Jalpaiguri,No,No,Yes,No,No,General,95244.2733568813,3,Non-vulnerable ST,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102421084,Jharkhand,Dumka,Rural (S),Rural,1,40,Male,Yes,Jharkhand_Dumka,No,Yes,Yes,No,No,Automatically excluded,34325.939486099,5,No response,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102421084,Jharkhand,Dumka,Rural (S),Rural,2,35,Female,Yes,Jharkhand_Dumka,No,Yes,Yes,No,No,Automatically excluded,34325.939486099,5,No response,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102421084,Jharkhand,Dumka,Rural (S),Rural,3,14,Male,Yes,Jharkhand_Dumka,No,Yes,Yes,No,No,Automatically excluded,14382.2644253443,5,No response,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102421084,Jharkhand,Dumka,Rural (S),Rural,4,10,Male,Yes,Jharkhand_Dumka,No,Yes,Yes,No,No,Automatically excluded,14382.2644253443,5,No response,Hindu,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102421084,Jharkhand,Dumka,Rural (S),Rural,5,9,Male,Yes,Jharkhand_Dumka,No,Yes,Yes,No,No,Automatically excluded,14382.2644253443,5,No response,Hindu,No,,,,,,,,,,Don't know,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102421645,Jharkhand,Jamtara,Urban (S),Urban,1,30,Male,Yes,Jharkhand_Jamtara,No,No,Yes,Yes,No,Automatically excluded,34325.939486099,1,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102421698,West Bengal,Purba Midnapur,Urban (L),Urban,1,80,Male,Yes,West Bengal_Purba Midnapur,Yes,No,No,No,No,Automatically excluded,95244.2733568813,5,SC,Hindu,,,,,,,,,,,,,,Elderly (71 and above),Elderly (71 and above),Elderly (71 and above),Adults
P0102421698,West Bengal,Purba Midnapur,Urban (L),Urban,2,56,Female,Yes,West Bengal_Purba Midnapur,Yes,No,No,No,No,Automatically excluded,95244.2733568813,5,SC,Hindu,,,,,,,,,,,,,,56 to 70 years old,18 to 70 years old,Adults,Adults
P0102421698,West Bengal,Purba Midnapur,Urban (L),Urban,3,33,Male,Yes,West Bengal_Purba Midnapur,Yes,No,No,No,No,Automatically excluded,95244.2733568813,5,SC,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102421698,West Bengal,Purba Midnapur,Urban (L),Urban,4,20,Female,Yes,West Bengal_Purba Midnapur,Yes,No,No,No,No,Automatically excluded,95244.2733568813,5,SC,Hindu,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102421698,West Bengal,Purba Midnapur,Urban (L),Urban,5,1,Male,No,West Bengal_Purba Midnapur,Yes,No,No,No,No,Automatically excluded,130070.482275679,5,SC,Hindu,No,,,,,,,,,,No,,,0 to 5 years old,0 to 5 years old,Children,Children
P0102421825,West Bengal,Purba Midnapur,Rural (S),Rural,1,34,Male,No,West Bengal_Purba Midnapur,No,No,Yes,No,No,General,95244.2733568813,5,General,Muslim,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102421825,West Bengal,Purba Midnapur,Rural (S),Rural,2,30,Female,Yes,West Bengal_Purba Midnapur,No,No,Yes,No,No,General,95244.2733568813,5,General,Muslim,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102421825,West Bengal,Purba Midnapur,Rural (S),Rural,3,17,Male,Yes,West Bengal_Purba Midnapur,No,No,Yes,No,No,General,43356.8274252263,5,General,Muslim,Yes,Optional,,,,,No,,Yes,No,,,2008-04-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102421825,West Bengal,Purba Midnapur,Rural (S),Rural,4,13,Male,No,West Bengal_Purba Midnapur,No,No,Yes,No,No,General,43356.8274252263,5,General,Muslim,No,,,,,,,,,,No,,,6 to 17 years old,6 to 17 years old,Children,Children
P0102421825,West Bengal,Purba Midnapur,Rural (S),Rural,5,10,Male,No,West Bengal_Purba Midnapur,No,No,Yes,No,No,General,43356.8274252263,5,General,Muslim,Yes,Optional,,,,,No,,No,,,,2015-01-15,6 to 17 years old,6 to 17 years old,Children,Children
P0102422029,Jharkhand,Saraikela Khareswan,Urban (S),Urban,1,30,Male,Yes,Jharkhand_Saraikela Khareswan,No,No,Yes,No,No,General,34325.939486099,1,General,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102422217,Rajasthan,Kota,Urban (S),Urban,1,25,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,6,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102422217,Rajasthan,Kota,Urban (S),Urban,2,56,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,6,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,56 to 70 years old,18 to 70 years old,Adults,Adults
P0102422217,Rajasthan,Kota,Urban (S),Urban,3,45,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,6,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,41 to 55 years old,18 to 70 years old,Adults,Adults
P0102422217,Rajasthan,Kota,Urban (S),Urban,4,30,Male,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,6,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102422217,Rajasthan,Kota,Urban (S),Urban,5,29,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,6,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
P0102422217,Rajasthan,Kota,Urban (S),Urban,6,20,Female,Yes,Rajasthan_Kota,No,No,Yes,No,No,Automatically excluded,49339.0993247189,6,Non-vulnerable ST,Muslim,,,,,,,,,,,,,,18 to 25 years old,18 to 70 years old,Adults,Adults
P0102422451,Chhattisgarh,Bilaspur,Urban (S),Urban,1,35,Female,Yes,Chhattisgarh_Bilaspur,No,No,Yes,No,No,Automatically included,26314.0484953763,2,No response,Hindu,,,,,,,,,,,,,,26 to 40 years old,18 to 70 years old,Adults,Adults
